title,author,genre,publisher,price,rating,reviews_count,sales_rank,year,log_reviews,author_bestseller_count,book_age,is_recent,price_category,rating_category,reviews_category,genre_avg_price,price_vs_genre_avg,rating_reviews_interaction,price_zscore,reviews_percentile,genre_encoded,author_encoded,publisher_encoded
The Ultimate AI Story,Yuval Noah Harari,technology,Simon & Schuster,26.62,4.7,2305,1216,2025,7.743269700829004,44,1,1,premium,high,high,27.96157894736842,-1.3415789473684185,36.39336759389632,-0.20048815139543938,89.35742971887551,13,19,7
Forgotten Time Saga,J.K. Rowling,fantasy,Amazon KDP,10.8,4.7,610,2282,2012,6.415096959171596,52,14,0,budget,high,medium,16.82627906976744,-6.02627906976744,30.1509557081065,-0.8121556920148824,49.899598393574294,3,8,0
Secret Fitness System,Delia Owens,science,Penguin Random House,22.6,3.6,153,2160,2013,5.0369526024136295,59,13,0,mid_range,medium,low,34.48933333333333,-11.889333333333326,18.133029368689066,-0.21594733848521955,12.048192771084338,10,6,6
Bright Fitness Saga,Simon Sinek,fiction,Amazon KDP,19.06,4.7,717,1296,2015,6.576469569048224,56,11,0,mid_range,high,medium,25.9630303030303,-6.903030303030302,30.909406974526654,-0.11561000839007946,56.475903614457835,4,14,0
Gardening Story,J.K. Rowling,biography,HarperCollins,16.81,5.0,532,2695,2019,6.278521424165844,52,7,0,mid_range,high,medium,24.535342465753423,-7.725342465753425,31.392607120829222,-0.13571018256624434,44.87951807228915,0,8,2
Complete Love Methods,J.K. Rowling,technology,,24.82,4.6,59,1230,2020,4.0943445622221,52,6,0,mid_range,high,low,27.96157894736842,-3.1415789473684193,18.83398498622166,-0.4694836311021496,2.610441767068273,13,8,8
Lost Data Science Trilogy,Michelle Obama,self-help,Macmillan,15.44,3.2,1030,1063,2012,6.93828448401696,49,14,0,mid_range,low,high,24.81764705882353,-9.377647058823529,22.202510348854275,-0.15933904459955114,68.92570281124499,12,11,4
Business Journal,Stephen King,biography,Simon & Schuster,13.9,4.2,5573,786,2025,8.625868208041894,66,1,1,budget,medium,high,24.535342465753423,-10.635342465753423,36.22864647377595,-0.18682981033918034,97.48995983935743,0,15,7
Dark Love Collection,Delia Owens,self-help,Macmillan,10.96,4.4,998,2502,2019,6.906754778648554,59,7,0,budget,high,high,24.81764705882353,-13.857647058823527,30.38972102605364,-0.23546036963218073,67.3694779116466,12,6,4
Beginner's Python Trilogy,George R.R. Martin,romance,,12.35,4.7,664,1659,2017,6.499787040655854,53,9,0,budget,high,medium,17.3478125,-4.9978125,30.548999091082514,-0.9487811921393329,53.81526104417671,9,7,8
Dark Machine Learning Secrets,Alex Michaelides,self-help,Macmillan,11.49,3.5,293,2301,2010,5.683579767338681,48,16,0,budget,low,low,24.81764705882353,-13.327647058823528,19.892529185685383,-0.22645494501894553,26.80722891566265,12,1,4
Modern Money Strategies,Michelle Obama,fiction,Indie Pub,16.48,4.4,1057,950,2012,6.964135612418245,49,14,0,mid_range,high,high,25.9630303030303,-9.4830303030303,30.64219669464028,-0.15881912214921623,69.97991967871486,4,11,3
Gardening Masterclass,Stephen King,romance,O'Reilly Media,22.92,3.8,650,1091,2017,6.478509642208569,66,9,0,mid_range,medium,medium,17.3478125,5.572187500000002,24.61833664039256,1.0578201361243325,52.71084337349398,9,15,5
Past Machine Learning Masterclass,Neil Gaiman,fiction,Indie Pub,14.19,4.3,5148,1280,2023,8.546557800046141,50,3,1,budget,high,high,25.9630303030303,-11.773030303030302,36.750198540198404,-0.197171397540078,97.08835341365462,4,12,3
Advanced Marketing Collection,Agatha Christie,nonfiction,,16.29,4.2,71,2061,2013,4.276666119016055,39,13,0,mid_range,medium,low,17.289710144927536,-0.999710144927537,17.961997699867432,-0.16323234532563874,3.463855421686747,8,0,8
Past Data Science Collection,Neil Gaiman,business,Simon & Schuster,25.3,4.4,818,1007,2018,6.70808408385307,50,8,0,premium,high,medium,26.626666666666665,-1.3266666666666644,29.51556996895351,-0.20773953862431077,60.391566265060234,1,12,7
Secret Python Bible,Delia Owens,biography,HarperCollins,19.83,4.6,834,3755,2011,6.727431724850855,59,15,0,mid_range,high,medium,24.535342465753423,-4.705342465753425,30.94618593431393,-0.08265819772972655,61.14457831325302,0,6,2
Advanced Mystery Handbook,Yuval Noah Harari,biography,Simon & Schuster,18.96,3.5,2106,1930,2023,7.653020413804189,44,3,1,mid_range,low,high,24.535342465753423,-5.5753424657534225,26.785571448314663,-0.09794138541441871,87.34939759036145,0,19,7
Future Time Methods,Agatha Christie,business,Penguin Random House,27.93,3.9,348,1065,2022,5.855071922202427,39,4,0,premium,medium,low,26.626666666666665,1.3033333333333346,22.834780496589463,0.2040858281459943,31.576305220883533,1,0,6
Advanced Machine Learning Trilogy,Delia Owens,cooking,O'Reilly Media,30.5,4.2,84,2504,2014,4.442651256490317,59,12,0,premium,medium,low,17.460945945945944,13.039054054054056,18.65913527725933,1.7931273666121086,5.070281124497992,2,6,5
Secret Business Chronicles,Tim Ferriss,nonfiction,Penguin Random House,9.69,5.0,237,1681,2011,5.472270673671475,50,15,0,budget,high,low,17.289710144927536,-7.599710144927537,27.361353368357374,-1.2408781855879691,21.385542168674696,8,17,6
Complete Meditation Workbook,Tara Westover,nonfiction,HarperCollins,11.08,3.6,982,2295,2015,6.890609120147166,46,11,0,budget,medium,medium,17.289710144927536,-6.209710144927536,24.8061928325298,-1.0139194404418117,66.56626506024097,8,16,2
Hidden Leadership Saga,Alex Michaelides,fiction,Macmillan,16.14,4.3,152,1313,2011,5.030437921392435,48,15,0,mid_range,high,low,25.9630303030303,-9.8230303030303,21.630883061987472,-0.16451334644305599,11.74698795180723,4,1,4
Hidden Cooking Methods,Brene Brown,technology,Macmillan,26.3,3.5,190,1523,2020,5.25227342804663,53,6,0,premium,low,low,27.96157894736842,-1.6615789473684188,18.382956998163205,-0.24830957000996567,15.461847389558233,13,3,4
Forgotten AI Bible,Tim Ferriss,history,HarperCollins,22.61,4.4,718,1787,2010,6.577861357721047,50,16,0,mid_range,high,medium,17.616060606060607,4.993939393939392,28.94258997397261,0.6241602703706155,56.62650602409639,6,17,2
Meditation Framework,Malcolm Gladwell,romance,Hachette,11.6,3.8,732,1829,2014,6.597145701886651,44,12,0,budget,medium,medium,17.3478125,-5.7478125,25.069153667169275,-1.0911606619782872,57.028112449799195,9,10,1
Future Business Guide,J.K. Rowling,science,O'Reilly Media,49.33,4.5,211,1439,2019,5.356586274672012,52,7,0,premium,high,low,34.48933333333333,14.840666666666671,24.104638236024055,0.26955274767407633,17.520080321285143,10,8,5
AI Masterclass,Delia Owens,fantasy,Hachette,10.13,3.8,2094,1521,2013,7.647308832356238,59,13,0,budget,medium,high,16.82627906976744,-6.69627906976744,29.0597735629537,-0.9024509318055233,87.24899598393574,3,6,1
Advanced War Strategies,Delia Owens,science fiction,Simon & Schuster,19.82,5.0,1325,1716,2018,7.189922170745808,59,8,0,mid_range,high,high,23.323882352941176,-3.503882352941176,35.94961085372904,-0.06644219696731488,76.40562248995984,11,6,7
Data Science Journal,Brene Brown,fantasy,O'Reilly Media,28.77,3.8,143,2863,2018,4.969813299576001,53,8,0,premium,medium,low,16.82627906976744,11.943720930232558,18.8852905383888,1.6096435005788747,10.441767068273093,3,3,5
Essential Fitness Chronicles,Brene Brown,health,Penguin Random House,14.61,4.6,749,1759,2010,6.620073206530356,53,16,0,mid_range,high,medium,18.720967741935485,-4.110967741935486,30.452336750039635,-0.6523176060843164,58.08232931726908,5,3,6
Bright Cooking Trilogy,George R.R. Martin,science fiction,Amazon KDP,15.07,5.0,606,1264,2010,6.408528791059498,53,16,0,mid_range,high,medium,23.323882352941176,-8.253882352941176,32.04264395529749,-0.15651383859358947,49.6987951807229,11,7,0
Modern Love Handbook,Dale Carnegie,nonfiction,Simon & Schuster,18.13,4.4,181,1891,2023,5.204006687076795,48,3,1,mid_range,high,low,17.289710144927536,0.8402898550724629,22.8976294231379,0.13720225256567764,14.859437751004014,8,5,7
Secret Space Story,Malcolm Gladwell,technology,Macmillan,23.88,4.2,1031,1555,2013,6.939253946041508,44,13,0,mid_range,medium,high,27.96157894736842,-4.0815789473684205,29.144866573374337,-0.6099590482823206,69.07630522088354,13,10,4
Bright War Journal,J.K. Rowling,self-help,Simon & Schuster,10.77,4.6,254,2518,2023,5.541263545158426,52,3,1,budget,high,low,24.81764705882353,-14.047647058823529,25.489812307728755,-0.2386887293991896,23.49397590361446,12,8,7
Machine Learning Anthology,Yuval Noah Harari,biography,Hachette,16.07,4.4,298,3986,2015,5.700443573390687,44,11,0,mid_range,high,low,24.535342465753423,-8.465342465753423,25.081951722919023,-0.1487096755394308,27.158634538152608,0,19,1
Future Meditation Secrets,Malcolm Gladwell,self-help,O'Reilly Media,25.58,3.6,562,1884,2021,6.333279628139691,44,5,0,premium,medium,medium,24.81764705882353,0.76235294117647,22.79980666130289,0.012953418755552447,47.33935742971887,12,10,5
Complete Fitness Framework,Malcolm Gladwell,nonfiction,Amazon KDP,16.79,4.7,1808,1633,2020,7.500529485395295,44,6,0,mid_range,high,high,17.289710144927536,-0.49971014492753696,35.25248858135789,-0.08159250894212884,84.03614457831326,8,10,0
Fitness Chronicles,Tara Westover,fantasy,Amazon KDP,8.11,4.5,522,3200,2020,6.259581464064923,46,6,0,budget,high,medium,16.82627906976744,-8.716279069767442,28.168116588292154,-1.1746843413235752,43.87550200803213,3,16,0
Beginner's War Journal,Brene Brown,mystery,Penguin Random House,17.58,5.0,2248,787,2013,7.718240951959316,53,13,0,mid_range,high,high,18.75859649122807,-1.1785964912280704,38.591204759796575,-0.18040377705603983,88.95582329317268,7,3,6
Machine Learning Journal,Tara Westover,mystery,HarperCollins,19.77,4.6,459,1586,2022,6.131226489483141,46,4,0,mid_range,high,medium,18.75859649122807,1.0114035087719309,28.203641851622447,0.1548121129395738,40.06024096385542,7,16,2
Dark War System,Tara Westover,nonfiction,Macmillan,11.14,4.2,278,2209,2021,5.631211781821365,46,5,0,budget,medium,low,17.289710144927536,-6.1497101449275355,23.651089483649734,-1.0041226600757904,25.702811244979916,8,16,4
Beginner's Mystery Methods,Robert Kiyosaki,fantasy,Hachette,26.57,3.4,1244,1596,2019,7.126890808898808,52,7,0,premium,low,high,16.82627906976744,9.74372093023256,24.231428750255947,1.3131516684305016,74.49799196787149,3,13,1
Hidden Baking Methods,Stephen King,romance,Macmillan,12.64,4.0,1511,705,2023,7.321188556739478,66,3,1,budget,medium,high,17.3478125,-4.707812499999999,29.28475422695791,-0.893727797134937,80.42168674698796,9,15,4
Hidden Leadership System,Delia Owens,cooking,Penguin Random House,11.42,4.3,306,1572,2019,5.726847747587197,59,7,0,budget,high,low,17.460945945945944,-6.0409459459459445,24.625445314624944,-0.830749335879334,27.86144578313253,2,6,6
Future Baking Bible,George R.R. Martin,history,O'Reilly Media,35.23,4.5,3154,2705,2016,8.056743774975313,53,10,0,premium,high,high,17.616060606060607,17.61393939393939,36.25534698738891,2.201452662352087,92.67068273092369,6,7,5
History Secrets,Tara Westover,science,Indie Pub,14.87,4.6,277,1861,2012,5.627621113690637,46,14,0,mid_range,high,low,34.48933333333333,-19.61933333333333,25.887057122976927,-0.35634822385788545,25.602409638554217,10,16,3
Lost Design Bible,Malcolm Gladwell,biography,Simon & Schuster,16.04,4.6,790,2096,2010,6.673297967767654,44,16,0,mid_range,high,medium,24.535342465753423,-8.495342465753424,30.697170651731206,-0.14923668201131673,59.53815261044176,0,10,7
Advanced Cooking Guide,Neil Gaiman,history,,9.0,3.9,455,1364,2022,6.1224928095143865,50,4,0,budget,medium,medium,17.616060606060607,-8.616060606060607,23.877721957106107,-1.0768658354033809,39.80923694779116,6,12,8
Bright Business Collection,Robert Kiyosaki,biography,Amazon KDP,23.83,5.0,306,925,2017,5.726847747587197,52,9,0,mid_range,high,low,24.535342465753423,-0.7053424657534251,28.634238737935984,-0.012390668144934757,27.86144578313253,0,13,0
Future Time Saga,Delia Owens,nonfiction,Macmillan,25.61,4.0,154,1415,2013,5.043425116919247,59,13,0,premium,medium,low,17.289710144927536,8.320289855072463,20.173700467676987,1.3585342048629856,12.449799196787147,8,6,4
Bright Business Journal,Brand New Author,romance,Indie Pub,21.33,4.6,870,1790,2024,6.769641976852503,49,2,1,mid_range,high,medium,17.3478125,3.9821874999999984,31.14035309352151,0.7559756600657483,61.94779116465864,9,2,3
Fitness Secrets,Delia Owens,health,O'Reilly Media,25.37,3.7,19,2048,2015,2.995732273553991,59,11,0,premium,medium,low,18.720967741935485,6.649032258064516,11.084209412149766,1.0550510433623603,0.6024096385542169,5,6,5
Complete History Secrets,Brene Brown,health,O'Reilly Media,28.74,3.5,1281,3992,2017,7.156176637480615,53,9,0,premium,low,high,18.720967741935485,10.019032258064513,25.046618231182155,1.5897938266927782,75.20080321285141,5,3,5
Advanced Mystery Story,Tim Ferriss,science,Indie Pub,22.8,3.5,2223,1900,2012,7.707062655370473,50,14,0,mid_range,low,high,34.48933333333333,-11.689333333333327,26.974719293796657,-0.2123147153190445,88.65461847389558,10,17,3
Secret Time Journal,Malcolm Gladwell,science fiction,HarperCollins,20.82,4.4,263,1424,2023,5.575949103146316,44,3,1,mid_range,high,low,23.323882352941176,-2.503882352941176,24.534176053843794,-0.04747974609862549,24.548192771084338,11,10,2
Python Workbook,Malcolm Gladwell,nonfiction,Amazon KDP,16.0,4.0,407,2631,2022,6.0112671744041615,44,4,0,mid_range,medium,medium,17.289710144927536,-1.289710144927536,24.045068697616646,-0.21058345042807433,36.64658634538153,8,10,0
Space Trilogy,James Clear,history,Indie Pub,15.57,3.9,5531,883,2019,8.61830469278465,43,7,0,mid_range,medium,high,17.616060606060607,-2.046060606060607,33.61138830186013,-0.2557239165984465,97.38955823293173,6,9,3
Hidden Money Guide,Delia Owens,science fiction,Macmillan,25.67,4.5,523,1640,2025,6.261491684321042,59,1,1,premium,high,medium,23.323882352941176,2.3461176470588256,28.17671257944469,0.04448814061451806,43.97590361445783,11,6,4
Forgotten Marketing: The Guide,Tim Ferriss,cooking,Amazon KDP,16.4,4.0,548,1480,2015,6.3080984415095305,50,11,0,mid_range,medium,medium,17.460945945945944,-1.0609459459459458,25.232393766038122,-0.14590101415986964,46.58634538152611,2,17,0
Essential Time Chronicles,Alex Michaelides,cooking,Penguin Random House,12.05,3.9,957,1492,2012,6.86484777797086,48,14,0,budget,medium,medium,17.460945945945944,-5.410945945945944,26.772906334086354,-0.7441118975895221,65.86345381526104,2,1,6
Beginner's War Workbook,Brene Brown,nonfiction,Amazon KDP,19.5,4.5,1265,1781,2020,7.143617602704121,53,6,0,mid_range,high,high,17.289710144927536,2.210289855072464,32.146279212168544,0.3608954042564949,74.79919678714859,8,3,0
Bright Marketing Handbook,Neil Gaiman,science,Hachette,20.86,4.5,819,2577,2012,6.709304340258298,50,14,0,mid_range,high,medium,34.48933333333333,-13.629333333333328,30.191869531162343,-0.24755116003094255,60.54216867469879,10,12,1
Advanced Python: The Story,Yuval Noah Harari,technology,HarperCollins,24.9,3.9,1878,1910,2011,7.538494999413465,44,15,0,mid_range,medium,high,27.96157894736842,-3.061578947368421,29.400130497712514,-0.4575282764485183,85.34136546184739,13,19,2
Advanced Time Principles,Stephen King,self-help,O'Reilly Media,32.74,4.7,771,1042,2013,6.648984550024776,66,13,0,premium,high,medium,24.81764705882353,7.922352941176474,31.25022738511645,0.1346116078702016,58.785140562249,12,15,5
History Masterclass,Dale Carnegie,biography,Simon & Schuster,19.13,4.2,2445,1508,2013,7.802209316247118,48,13,0,mid_range,medium,high,24.535342465753423,-5.405342465753424,32.7692791282379,-0.0949550154070651,90.06024096385542,0,5,7
Bright Gardening Bible,James Clear,mystery,Hachette,23.41,4.1,1297,1066,2022,7.168579897264035,43,4,0,mid_range,medium,high,18.75859649122807,4.651403508771931,29.39117757878254,0.7119745967678994,75.90361445783132,7,9,1
AI Handbook,Yuval Noah Harari,mystery,HarperCollins,15.48,5.0,273,1615,2019,5.6131281063880705,44,7,0,mid_range,high,low,18.75859649122807,-3.2785964912280683,28.065640531940353,-0.5018436715723812,25.301204819277107,7,19,2
Dark War Guide,Delia Owens,technology,Amazon KDP,19.97,4.6,1773,1794,2021,7.480992162869525,59,5,0,mid_range,high,high,27.96157894736842,-7.991578947368421,34.41256394919981,-1.194277006978563,83.73493975903614,13,6,0
Beginner's Time Story,Neil Gaiman,health,O'Reilly Media,33.12,3.8,618,1598,2013,6.428105272684596,50,13,0,premium,medium,medium,18.720967741935485,14.399032258064512,24.426800036201463,2.284800767638544,50.35140562248996,5,12,5
Past Leadership Principles,J.K. Rowling,cooking,Hachette,15.38,4.1,1496,1771,2025,7.311218384419629,52,1,1,mid_range,medium,high,17.460945945945944,-2.0809459459459436,29.975995376120476,-0.2861711523433741,80.22088353413655,2,8,1
Time Workbook,Yuval Noah Harari,technology,HarperCollins,20.87,3.9,658,2295,2018,6.490723534502507,44,8,0,mid_range,medium,medium,27.96157894736842,-7.0915789473684185,25.313821784559778,-1.0597792671252078,53.41365461847389,13,19,2
Advanced Love Principles,James Clear,technology,O'Reilly Media,35.89,4.2,1339,953,2020,7.200424892944957,43,6,0,premium,medium,high,27.96157894736842,7.928421052631581,30.24178455036882,1.1848385690941174,76.70682730923694,13,9,5
Advanced Data Science Secrets,Brene Brown,technology,Hachette,22.64,3.5,128,1830,2010,4.859812404361672,53,16,0,mid_range,low,low,27.96157894736842,-5.321578947368419,17.009343415265853,-0.7952670454136095,9.136546184738956,13,3,1
Dark Money Collection,Neil Gaiman,science fiction,O'Reilly Media,26.41,4.9,624,2186,2017,6.437751649736401,50,9,0,premium,high,medium,23.323882352941176,3.086117647058824,31.544983083708367,0.058520354257348174,50.80321285140562,11,12,5
Bright Meditation Methods,James Clear,biography,HarperCollins,19.29,3.7,949,1033,2019,6.856461984594587,43,7,0,mid_range,medium,medium,24.535342465753423,-5.245342465753424,25.36890934299997,-0.09214431422367342,65.46184738955823,0,9,2
Beginner's Space Trilogy,Alex Michaelides,fantasy,,14.91,3.8,886,1556,2025,6.787844982309579,48,1,1,mid_range,medium,medium,16.82627906976744,-1.916279069767441,25.7938109327764,-0.25825504195587623,62.65060240963856,3,1,8
Advanced AI Strategies,Dale Carnegie,technology,O'Reilly Media,42.6,4.4,544,1648,2018,6.300785794663244,48,8,0,premium,high,medium,27.96157894736842,14.638421052631582,27.723457496518275,2.1875939406674645,46.285140562249,13,5,5
Lost Fitness Saga,Robert Kiyosaki,technology,Simon & Schuster,28.45,4.2,1150,1087,2016,7.048386408721883,52,10,0,premium,medium,high,27.96157894736842,0.48842105263157976,29.60322291663191,0.07299058630638226,72.28915662650603,13,13,7
Beginner's Baking Methods,Simon Sinek,mystery,HarperCollins,15.49,4.4,353,2895,2016,5.869296913133774,56,10,0,mid_range,high,low,18.75859649122807,-3.2685964912280685,25.824906417788608,-0.5003130054080177,32.07831325301205,7,14,2
The Ultimate Marketing Methods,Delia Owens,nonfiction,Simon & Schuster,27.26,3.8,5958,1445,2018,8.69265796074698,59,8,0,premium,medium,high,17.289710144927536,9.970289855072465,33.03210025083852,1.6279456649285686,97.69076305220884,8,6,7
Money Anthology,Stephen King,science fiction,O'Reilly Media,34.36,4.1,9261,964,2013,9.133675287040697,66,13,0,premium,medium,high,23.323882352941176,11.036117647058823,37.44806867686685,0.20927183866342877,99.29718875502009,11,15,5
Past Money Masterclass,Tim Ferriss,history,Simon & Schuster,10.8,3.9,45,2630,2011,3.828641396489095,50,15,0,budget,medium,low,17.616060606060607,-6.816060606060606,14.931701446307471,-0.8518954466897002,1.8072289156626504,6,17,7
Dark Machine Learning Story,Colleen Hoover,health,Amazon KDP,11.2,5.0,1731,812,2025,7.4570320891223805,46,1,1,budget,high,high,18.720967741935485,-7.520967741935486,37.2851604456119,-1.1934074847658376,83.23293172690764,5,4,0
Space Secrets,Alex Michaelides,business,Hachette,29.75,4.4,156,2599,2012,5.056245805348308,48,14,0,premium,high,low,26.626666666666665,3.123333333333335,22.247481543532555,0.4890752454547227,12.801204819277109,1,1,1
Leadership Journal,Tara Westover,biography,Amazon KDP,8.4,4.3,3468,937,2024,8.15162164696975,46,2,1,budget,high,high,24.535342465753423,-16.135342465753425,35.05197308196992,-0.283447663518269,94.07630522088354,0,16,0
Gardening Principles,Alex Michaelides,science,Penguin Random House,16.43,4.8,687,1297,2013,6.5337888379333435,48,13,0,mid_range,high,medium,34.48933333333333,-18.059333333333328,31.362186422080047,-0.32801376316172,55.22088353413655,10,1,6
Complete Baking Guide,Colleen Hoover,fantasy,,7.03,4.5,1186,847,2017,7.079184394609668,46,9,0,budget,high,high,16.82627906976744,-9.79627906976744,31.856329775743507,-1.3202348771055037,73.09236947791165,3,4,8
Modern History Collection,George R.R. Martin,cooking,,27.75,4.1,214,1601,2019,5.3706380281276624,53,7,0,premium,medium,low,17.460945945945944,10.289054054054056,22.019615915323413,1.4149480724899142,18.27309236947791,2,7,8
Secret Meditation Story,Yuval Noah Harari,fiction,Hachette,15.6,3.6,1228,1658,2016,7.113956109566034,44,10,0,mid_range,medium,high,25.9630303030303,-10.363030303030301,25.610241994437725,-0.1735571144391544,74.29718875502009,4,19,1
Modern Design Methods,Stephen King,science,HarperCollins,17.33,4.1,1750,796,2011,7.467942332285852,66,15,0,mid_range,medium,high,34.48933333333333,-17.15933333333333,30.61856356237199,-0.31166695891393226,83.43373493975903,10,15,2
Modern Business Trilogy,Robert Kiyosaki,history,O'Reilly Media,37.76,4.5,3327,977,2019,8.1101268019411,52,7,0,premium,high,high,17.616060606060607,20.14393939393939,36.49557060873495,2.517661042044094,93.27309236947792,6,13,5
Design Principles,George R.R. Martin,history,HarperCollins,25.3,4.7,663,1174,2011,6.498282149476434,53,15,0,premium,high,medium,17.616060606060607,7.683939393939394,30.54192610253924,0.9603660179482828,53.714859437751,6,7,2
Fitness Handbook,Colleen Hoover,nonfiction,Macmillan,18.23,4.8,485,785,2010,6.186208623900494,46,16,0,mid_range,high,medium,17.289710144927536,0.9402898550724643,29.693801394722367,0.15353021984237986,41.76706827309237,8,4,4
Leadership Journal,J.K. Rowling,biography,O'Reilly Media,35.29,3.2,106,2871,2024,4.672828834461906,52,2,1,premium,low,low,24.535342465753423,10.754657534246576,14.9530522702781,0.18892580411549373,6.425702811244979,0,8,5
Beginner's War Masterclass,Walter Isaacson,fantasy,HarperCollins,13.65,4.2,3789,1185,2025,8.240121298076472,49,1,1,budget,medium,high,16.82627906976744,-3.176279069767441,34.608509451921186,-0.4280640003681263,95.03012048192771,3,18,2
Modern Mystery Trilogy,J.K. Rowling,health,Indie Pub,23.14,4.2,77,2358,2023,4.356708826689592,52,3,1,mid_range,medium,low,18.720967741935485,4.419032258064515,18.298177072096287,0.7012004775383744,3.91566265060241,5,8,3
Complete Mystery Saga,George R.R. Martin,nonfiction,HarperCollins,16.92,4.2,62,2026,2020,4.143134726391533,53,6,0,mid_range,medium,low,17.289710144927536,-0.3697101449275344,17.40116585084444,-0.06036615148241586,3.0622489959839356,8,7,2
Secret Love Anthology,James Clear,health,O'Reilly Media,23.48,4.0,1924,749,2023,7.562681246721884,43,3,1,mid_range,medium,high,18.720967741935485,4.759032258064515,30.250724986887537,0.7551507880227489,85.64257028112449,5,9,5
Essential History Collection,George R.R. Martin,fantasy,Penguin Random House,12.43,4.7,270,3470,2016,5.602118820879701,53,10,0,budget,high,low,16.82627906976744,-4.396279069767441,26.329958458134595,-0.5924821981958606,25.0,3,7,6
Meditation Chronicles,Walter Isaacson,science fiction,HarperCollins,10.07,3.8,353,1664,2010,5.869296913133774,49,16,0,budget,medium,low,23.323882352941176,-13.253882352941176,22.30332826990834,-0.2513260929370364,32.07831325301205,11,18,2
Past AI Collection,Delia Owens,science,Penguin Random House,24.46,3.6,283,2028,2023,5.648974238161206,59,3,1,mid_range,medium,low,34.48933333333333,-10.029333333333327,20.336307257380344,-0.18216394303979155,26.00401606425703,10,6,6
Modern Space Anthology,Stephen King,fiction,O'Reilly Media,39.82,4.6,500,992,2019,6.2166061010848646,66,7,0,premium,high,medium,25.9630303030303,13.8569696969697,28.596388064990375,0.23207262790437028,43.02208835341366,4,15,5
Forgotten Business Story,Yuval Noah Harari,history,O'Reilly Media,29.44,4.6,842,2193,2014,6.736966958001855,44,12,0,premium,high,medium,17.616060606060607,11.823939393939394,30.990048006808532,1.4777979119897484,61.44578313253012,6,19,5
